shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
70058,43.7210935874,-79.7836622383,400001
70058,43.7210945008,-79.7836634613,400002
70058,43.7217705599,-79.7845821375,400003
70058,43.7227517204,-79.7859130573,400004
70058,43.7227517204,-79.7859130573,410001
70058,43.7229125011,-79.7861307986,410002
70058,43.7240473388,-79.7876908352,410003
70058,43.7240473388,-79.7876908352,420001
70058,43.7256691367,-79.7899190162,420002
70058,43.7256691367,-79.7899190162,430001
70058,43.7258290229,-79.7901380381,430002
70058,43.7258673829,-79.7901894119,430003
70058,43.7269991377,-79.7917186229,430004
70058,43.7269991377,-79.7917186229,440001
70058,43.7278961274,-79.7929310273,440002
70058,43.7278961274,-79.7929310273,450001
70058,43.7281792775,-79.7933127253,450002
70058,43.7282980851,-79.7934792002,450003
70058,43.7284580302,-79.793704448,450004
70058,43.7291588916,-79.7946774828,450005
70058,43.7293653857,-79.794962644,450006
70058,43.7293653857,-79.794962644,460001
70058,43.7293653857,-79.794962644,460002
70058,43.7295079363,-79.7951609323,460003
70058,43.7303128853,-79.7962722234,460004
70058,43.729749415,-79.7968869521,460005
70058,43.729749415,-79.7968869521,470001
70058,43.7295090672,-79.7971487844,470002
70058,43.7283777798,-79.798051737,470003
70058,43.7281743611,-79.7979726168,470004
70058,43.7281391882,-79.7979671122,470005
70058,43.7281059462,-79.7979739852,470006
70058,43.7280656202,-79.7979921743,470007
70058,43.728048647,-79.79800493,470008
70059,43.6377135523,-79.6949157272,10001
70059,43.6392232154,-79.6969410837,10002
70059,43.6396684948,-79.697536477,10003
70059,43.6396684948,-79.697536477,20001
70059,43.641138728,-79.699503303,20002
70059,43.6416471356,-79.7001878802,20003
70059,43.6416471356,-79.7001878802,30001
70059,43.6434813642,-79.7026553437,30002
70059,43.6435929725,-79.7028104052,30003
70059,43.6439495831,-79.7032912431,30004
70059,43.6439495831,-79.7032912431,40001
70059,43.6452324591,-79.7050218299,40002
70059,43.6460650007,-79.7061062336,40003
70059,43.6462410885,-79.7059127446,40004
70059,43.6462410885,-79.7059127446,50001
70059,43.6483203442,-79.7036299539,50002
70059,43.6484813496,-79.7034566143,50003
70059,43.6484813496,-79.7034566143,60001
70059,43.6486654639,-79.7032567371,60002
70059,43.6495050288,-79.7023396764,60003
70059,43.650431872,-79.7012595075,60004
70059,43.6508394743,-79.700839036,60005
70059,43.6508394743,-79.700839036,70001
70059,43.651789035,-79.6998575328,70002
70059,43.6521501049,-79.6994628474,70003
70059,43.6521501049,-79.6994628474,80001
70059,43.6522701753,-79.6993325307,80002
70059,43.6534085502,-79.6980914459,80003
70059,43.6546222758,-79.6966688697,80004
70059,43.6558392494,-79.6952957702,80005
70059,43.656358626,-79.6959926399,80006
70059,43.6566101052,-79.6963319558,80007
70059,43.6566101052,-79.6963319558,90001
70059,43.6568058104,-79.6965968323,90002
70059,43.657131488,-79.6970474021,90003
70059,43.6584434761,-79.6987962016,90004
70059,43.6588467464,-79.6993406144,90005
70059,43.6588467464,-79.6993406144,100001
70059,43.6590232308,-79.699578641,100002
70059,43.6598379618,-79.7006759993,100003
70059,43.6614081922,-79.702811308,100004
70059,43.6619413216,-79.703851559,100005
70059,43.6623371823,-79.7046182022,100006
70059,43.6626640944,-79.7051010765,100007
70059,43.6628126056,-79.7053347751,100008
70059,43.6629573751,-79.7055561525,100009
70059,43.6631910477,-79.7059157719,100010
70059,43.6634679416,-79.706275706,100011
70059,43.6637773529,-79.7066448675,100012
70059,43.6639961027,-79.7068795468,100013
70059,43.6648179223,-79.7076544606,100014
70059,43.6653778939,-79.7082055511,100015
70059,43.6656499717,-79.7085383247,100016
70059,43.6665712972,-79.7097539528,100017
70059,43.6665712972,-79.7097539528,110001
70059,43.6676251353,-79.711144154,110002
70059,43.6676251353,-79.711144154,120001
70059,43.6688544306,-79.7127650867,120002
70059,43.6699082329,-79.7141553933,120003
70059,43.6699082329,-79.7141553933,130001
70059,43.6709528916,-79.7155347792,130002
70059,43.6716457164,-79.7164540598,130003
70059,43.6726297579,-79.7178100061,130004
70059,43.6731919207,-79.7185609318,130005
70059,43.6731919207,-79.7185609318,140001
70059,43.673217515,-79.7185951207,140002
70059,43.6735875502,-79.7190747585,140003
70059,43.6739050843,-79.7196101005,140004
70059,43.6741368353,-79.7201237019,140005
70059,43.6742847102,-79.7204641784,140006
70059,43.6746898799,-79.721268104,140007
70059,43.6749444178,-79.7217266519,140008
70059,43.67505222,-79.7218657826,140009
70059,43.67505222,-79.7218657826,150001
70059,43.6756478713,-79.7226346735,150002
70059,43.6761427527,-79.723330043,150003
70059,43.6761427527,-79.723330043,160001
70059,43.6766065254,-79.7239814233,160002
70059,43.6776466227,-79.7253661896,160003
70059,43.6776466227,-79.7253661896,170001
70059,43.6789581462,-79.7271124808,170002
70059,43.6789581462,-79.7271124808,180001
70059,43.6791619524,-79.7273835859,180002
70059,43.680892016,-79.7296868605,180003
70059,43.680892016,-79.7296868605,190001
70059,43.6820727804,-79.7312586791,190002
70059,43.6820727804,-79.7312586791,200001
70059,43.6840634832,-79.7339326248,200002
70059,43.6840634832,-79.7339326248,210001
70059,43.6844683767,-79.7344762262,210002
70059,43.6855039175,-79.7358676514,210003
70059,43.6855039175,-79.7358676514,220001
70059,43.6856894529,-79.7361168655,220002
70059,43.6867816762,-79.7375878073,220003
70059,43.6869471026,-79.7378101568,220004
70059,43.6869471026,-79.7378101568,230001
70059,43.6878373262,-79.7390099369,230002
70059,43.6878373262,-79.7390099369,240001
70059,43.6879725923,-79.73919198,240002
70059,43.6894686022,-79.7411943387,240003
70059,43.6894686022,-79.7411943387,250001
70059,43.6897308754,-79.7415449689,250002
70059,43.6923316184,-79.7450221153,250003
70059,43.6929603682,-79.7458676979,250004
70059,43.6929603682,-79.7458676979,260001
70059,43.6938751678,-79.7470994673,260002
70059,43.6938751678,-79.7470994673,270001
70059,43.6939656323,-79.7472204337,270002
70059,43.6944919419,-79.7479217646,270003
70059,43.6952378637,-79.7489449067,270004
70059,43.6952378637,-79.7489449067,280001
70059,43.6956327447,-79.7494851938,280002
70059,43.6965930985,-79.7507694876,280003
70059,43.6975684163,-79.7520237281,280004
70059,43.6975684163,-79.7520237281,290001
70059,43.6976953572,-79.7521873873,290002
70059,43.6987312286,-79.753629052,290003
70059,43.6994176228,-79.7544823069,290004
70059,43.6999581889,-79.75525669,290005
70059,43.7001783765,-79.7555499834,290006
70059,43.7001783765,-79.7555499834,300001
70059,43.7014638664,-79.7572633645,300002
70059,43.7014638664,-79.7572633645,310001
70059,43.7026415327,-79.7588338352,310002
70059,43.7031066252,-79.7594596816,310003
70059,43.7031066252,-79.7594596816,320001
70059,43.7057380597,-79.7629948258,320002
70059,43.7057380597,-79.7629948258,330001
70059,43.70596465,-79.7632992141,330002
70059,43.7082661794,-79.7663946222,330003
70059,43.7082661794,-79.7663946222,340001
70059,43.7084306374,-79.7666159078,340002
70059,43.7098603881,-79.7685303656,340003
70059,43.7098603881,-79.7685303656,350001
70059,43.7115075162,-79.7707346508,350002
70059,43.7115075162,-79.7707346508,360001
70059,43.7116207947,-79.7708862534,360002
70059,43.7134429396,-79.773294395,360003
70059,43.7134429396,-79.773294395,370001
70059,43.7153481354,-79.7758114707,370002
70059,43.7155700718,-79.7761048778,370003
70059,43.7155700718,-79.7761048778,380001
70059,43.7159490989,-79.7766061221,380002
70059,43.7161809619,-79.7769018158,380003
70059,43.7162430382,-79.7769812421,380004
70059,43.7166988482,-79.7776745916,380005
70059,43.7172763295,-79.778547964,380006
70059,43.7190938023,-79.7809554142,380007
70059,43.7190938023,-79.7809554142,390001
70059,43.7193385615,-79.7812794315,390002
70059,43.7210935874,-79.7836622383,390003
70059,43.7210935874,-79.7836622383,400001
70059,43.7210945008,-79.7836634613,400002
70059,43.7217705599,-79.7845821375,400003
70059,43.7227517204,-79.7859130573,400004
70059,43.7227517204,-79.7859130573,410001
70059,43.7229125011,-79.7861307986,410002
70059,43.7240473388,-79.7876908352,410003
70059,43.7240473388,-79.7876908352,420001
70059,43.7256691367,-79.7899190162,420002
70059,43.7256691367,-79.7899190162,430001
70059,43.7258290229,-79.7901380381,430002
70059,43.7258673829,-79.7901894119,430003
70059,43.7269991377,-79.7917186229,430004
70059,43.7269991377,-79.7917186229,440001
70059,43.7278961274,-79.7929310273,440002
70059,43.7278961274,-79.7929310273,450001
70059,43.7281792775,-79.7933127253,450002
70059,43.7282980851,-79.7934792002,450003
70059,43.7284580302,-79.793704448,450004
70059,43.7291588916,-79.7946774828,450005
70059,43.7293653857,-79.794962644,450006
70059,43.7293653857,-79.794962644,460001
70059,43.7293653857,-79.794962644,460002
70059,43.7295079363,-79.7951609323,460003
70059,43.7303128853,-79.7962722234,460004
70059,43.729749415,-79.7968869521,460005
70059,43.729749415,-79.7968869521,470001
70059,43.7295090672,-79.7971487844,470002
70059,43.7283777798,-79.798051737,470003
70059,43.7281743611,-79.7979726168,470004
70059,43.7281391882,-79.7979671122,470005
70059,43.7281059462,-79.7979739852,470006
70059,43.7280656202,-79.7979921743,470007
70059,43.728048647,-79.79800493,470008
70059,43.728048647,-79.79800493,480001
70059,43.728048647,-79.79800493,480002
70059,43.728048647,-79.79800493,490001
70059,43.7277217733,-79.7982585475,490002
70059,43.7276908408,-79.7983137968,490003
70059,43.7276768031,-79.7983488425,490004
70059,43.727668258,-79.7983924696,490005
70059,43.7276688583,-79.7984495716,490006
70059,43.7276991262,-79.7985880266,490007
70059,43.7275866019,-79.7986759468,490008
70059,43.7274310769,-79.7987845917,490009
70059,43.7272340384,-79.7988841329,490010
70059,43.7270859366,-79.7989280653,490011
70059,43.7269591264,-79.7989417738,490012
70059,43.7267355516,-79.7989152019,490013
70059,43.7266246188,-79.7988975534,490014
70059,43.7265351211,-79.798863336,490015
70059,43.7263870975,-79.7987433776,490016
70059,43.7262756817,-79.7985941318,490017
70059,43.7262445269,-79.7985426083,490018
70059,43.7262445269,-79.7985426083,500001
70059,43.7261364245,-79.7983659823,500002
70059,43.7259308877,-79.7976574292,500003
70059,43.725557258,-79.7962917335,500004
70059,43.7251586974,-79.7964921564,500005
70059,43.7251586974,-79.7964921564,510001
70059,43.724237975,-79.7969550619,510002
70059,43.7230255104,-79.7975876691,510003
70059,43.7229236194,-79.7976592318,510004
70059,43.7229236194,-79.7976592318,520001
70059,43.7228959092,-79.7976784087,520002
70059,43.7226796024,-79.7978292328,520003
70059,43.7225340716,-79.7979463614,520004
70059,43.7223468318,-79.7981214323,520005
70059,43.7215749083,-79.7989500365,520006
70059,43.7213941769,-79.7991448351,520007
70059,43.7209445584,-79.7996280578,520008
70059,43.7209445584,-79.7996280578,530001
70059,43.7208074532,-79.799776047,530002
70059,43.720367695,-79.8002553391,530003
70059,43.7198958792,-79.8007687826,530004
70059,43.7198958792,-79.8007687826,540001
70059,43.7194863848,-79.8012151791,540002
70059,43.717800298,-79.8030513177,540003
70059,43.7182177448,-79.803621505,540004
70059,43.7182177448,-79.803621505,550001
70059,43.7203222874,-79.8064958034,550002
70059,43.7213036368,-79.8078692565,550003
70059,43.7215841536,-79.8082622093,550004
70059,43.7215841536,-79.8082622093,560001
70059,43.7220291243,-79.8088840654,560002
70059,43.7237763052,-79.8112604904,560003
70059,43.7237763052,-79.8112604904,570001
70059,43.7240913925,-79.811688796,570002
70059,43.7254951192,-79.8135978825,570003
70059,43.7254951192,-79.8135978825,580001
70059,43.7258019801,-79.8140152006,580002
70059,43.727897818,-79.8168568684,580003
70059,43.727897818,-79.8168568684,590001
70059,43.7281690326,-79.8172240147,590002
70059,43.7294875239,-79.8190841256,590003
70059,43.7294875239,-79.8190841256,600001
70059,43.7302997916,-79.8202291186,600002
70059,43.7302997916,-79.8202291186,610001
70059,43.7304806969,-79.8204838337,610002
70059,43.7322170822,-79.8228847293,610003
70059,43.7322170822,-79.8228847293,620001
70059,43.7330044322,-79.8239744353,620002
70059,43.7333886927,-79.8244797478,620003
70060,43.67505222,-79.7218657826,10001
70060,43.6756478713,-79.7226346735,10002
70060,43.6761427527,-79.723330043,10003
70060,43.6761427527,-79.723330043,20001
70060,43.6766065254,-79.7239814233,20002
70060,43.6776466227,-79.7253661896,20003
70060,43.6776466227,-79.7253661896,30001
70060,43.6789581462,-79.7271124808,30002
70060,43.6789581462,-79.7271124808,40001
70060,43.6791619524,-79.7273835859,40002
70060,43.680892016,-79.7296868605,40003
70060,43.680892016,-79.7296868605,50001
70060,43.6820727804,-79.7312586791,50002
70060,43.6820727804,-79.7312586791,60001
70060,43.6840634832,-79.7339326248,60002
70060,43.6840634832,-79.7339326248,70001
70060,43.6844683767,-79.7344762262,70002
70060,43.6855039175,-79.7358676514,70003
70060,43.6855039175,-79.7358676514,80001
70060,43.6856894529,-79.7361168655,80002
70060,43.6867816762,-79.7375878073,80003
70060,43.6869471026,-79.7378101568,80004
70060,43.6869471026,-79.7378101568,90001
70060,43.6878373262,-79.7390099369,90002
70060,43.6878373262,-79.7390099369,100001
70060,43.6879725923,-79.73919198,100002
70060,43.6894686022,-79.7411943387,100003
70060,43.6894686022,-79.7411943387,110001
70060,43.6897308754,-79.7415449689,110002
70060,43.6923316184,-79.7450221153,110003
70060,43.6929603682,-79.7458676979,110004
70060,43.6929603682,-79.7458676979,120001
70060,43.6938751678,-79.7470994673,120002
70060,43.6938751678,-79.7470994673,130001
70060,43.6939656323,-79.7472204337,130002
70060,43.6944919419,-79.7479217646,130003
70060,43.6952378637,-79.7489449067,130004
70060,43.6952378637,-79.7489449067,140001
70060,43.6956327447,-79.7494851938,140002
70060,43.6965930985,-79.7507694876,140003
70060,43.6975684163,-79.7520237281,140004
70060,43.6975684163,-79.7520237281,150001
70060,43.6976953572,-79.7521873873,150002
70060,43.6987312286,-79.753629052,150003
70060,43.6994176228,-79.7544823069,150004
70060,43.6999581889,-79.75525669,150005
70060,43.7001783765,-79.7555499834,150006
70060,43.7001783765,-79.7555499834,160001
70060,43.7014638664,-79.7572633645,160002
70060,43.7014638664,-79.7572633645,170001
70060,43.7026415327,-79.7588338352,170002
70060,43.7031066252,-79.7594596816,170003
70060,43.7031066252,-79.7594596816,180001
70060,43.7057380597,-79.7629948258,180002
70060,43.7057380597,-79.7629948258,190001
70060,43.70596465,-79.7632992141,190002
70060,43.7082661794,-79.7663946222,190003
70060,43.7082661794,-79.7663946222,200001
70060,43.7084306374,-79.7666159078,200002
70060,43.7098603881,-79.7685303656,200003
70060,43.7098603881,-79.7685303656,210001
70060,43.7115075162,-79.7707346508,210002
70060,43.7115075162,-79.7707346508,220001
70060,43.7116207947,-79.7708862534,220002
70060,43.7134429396,-79.773294395,220003
70060,43.7134429396,-79.773294395,230001
70060,43.7153481354,-79.7758114707,230002
70060,43.7155700718,-79.7761048778,230003
70060,43.7155700718,-79.7761048778,240001
70060,43.7159490989,-79.7766061221,240002
70060,43.7161809619,-79.7769018158,240003
70060,43.7162430382,-79.7769812421,240004
70060,43.7166988482,-79.7776745916,240005
70060,43.7172763295,-79.778547964,240006
70060,43.7190938023,-79.7809554142,240007
70060,43.7190938023,-79.7809554142,250001
70060,43.7193385615,-79.7812794315,250002
70060,43.7210935874,-79.7836622383,250003
70060,43.7210935874,-79.7836622383,260001
70060,43.7210945008,-79.7836634613,260002
70060,43.7217705599,-79.7845821375,260003
70060,43.7227517204,-79.7859130573,260004
70060,43.7227517204,-79.7859130573,270001
70060,43.7229125011,-79.7861307986,270002
70060,43.7240473388,-79.7876908352,270003
70060,43.7240473388,-79.7876908352,280001
70060,43.7256691367,-79.7899190162,280002
70060,43.7256691367,-79.7899190162,290001
70060,43.7258290229,-79.7901380381,290002
70060,43.7258673829,-79.7901894119,290003
70060,43.7269991377,-79.7917186229,290004
70060,43.7269991377,-79.7917186229,300001
70060,43.7278961274,-79.7929310273,300002
70060,43.7278961274,-79.7929310273,310001
70060,43.7281792775,-79.7933127253,310002
70060,43.7282980851,-79.7934792002,310003
70060,43.7284580302,-79.793704448,310004
70060,43.7291588916,-79.7946774828,310005
70060,43.7293653857,-79.794962644,310006
70060,43.7293653857,-79.794962644,320001
70060,43.7293653857,-79.794962644,320002
70060,43.7295079363,-79.7951609323,320003
70060,43.7303128853,-79.7962722234,320004
70060,43.729749415,-79.7968869521,320005
70060,43.729749415,-79.7968869521,330001
70060,43.7295090672,-79.7971487844,330002
70060,43.7283777798,-79.798051737,330003
70060,43.7281743611,-79.7979726168,330004
70060,43.7281391882,-79.7979671122,330005
70060,43.7281059462,-79.7979739852,330006
70060,43.7280656202,-79.7979921743,330007
70060,43.728048647,-79.79800493,330008
70060,43.728048647,-79.79800493,340001
70060,43.728048647,-79.79800493,340002
70060,43.728048647,-79.79800493,350001
70060,43.7277217733,-79.7982585475,350002
70060,43.7276908408,-79.7983137968,350003
70060,43.7276768031,-79.7983488425,350004
70060,43.727668258,-79.7983924696,350005
70060,43.7276688583,-79.7984495716,350006
70060,43.7276991262,-79.7985880266,350007
70060,43.7275866019,-79.7986759468,350008
70060,43.7274310769,-79.7987845917,350009
70060,43.7272340384,-79.7988841329,350010
70060,43.7270859366,-79.7989280653,350011
70060,43.7269591264,-79.7989417738,350012
70060,43.7267355516,-79.7989152019,350013
70060,43.7266246188,-79.7988975534,350014
70060,43.7265351211,-79.798863336,350015
70060,43.7263870975,-79.7987433776,350016
70060,43.7262756817,-79.7985941318,350017
70060,43.7262445269,-79.7985426083,350018
70060,43.7262445269,-79.7985426083,360001
70060,43.7261364245,-79.7983659823,360002
70060,43.7259308877,-79.7976574292,360003
70060,43.725557258,-79.7962917335,360004
70060,43.7251586974,-79.7964921564,360005
70060,43.7251586974,-79.7964921564,370001
70060,43.724237975,-79.7969550619,370002
70060,43.7230255104,-79.7975876691,370003
70060,43.7229236194,-79.7976592318,370004
70060,43.7229236194,-79.7976592318,380001
70060,43.7228959092,-79.7976784087,380002
70060,43.7226796024,-79.7978292328,380003
70060,43.7225340716,-79.7979463614,380004
70060,43.7223468318,-79.7981214323,380005
70060,43.7215749083,-79.7989500365,380006
70060,43.7213941769,-79.7991448351,380007
70060,43.7209445584,-79.7996280578,380008
70060,43.7209445584,-79.7996280578,390001
70060,43.7208074532,-79.799776047,390002
70060,43.720367695,-79.8002553391,390003
70060,43.7198958792,-79.8007687826,390004
70060,43.7198958792,-79.8007687826,400001
70060,43.7194863848,-79.8012151791,400002
70060,43.717800298,-79.8030513177,400003
70060,43.7182177448,-79.803621505,400004
70060,43.7182177448,-79.803621505,410001
70060,43.7203222874,-79.8064958034,410002
70060,43.7213036368,-79.8078692565,410003
70060,43.7215841536,-79.8082622093,410004
70060,43.7215841536,-79.8082622093,420001
70060,43.7220291243,-79.8088840654,420002
70060,43.7237763052,-79.8112604904,420003
70060,43.7237763052,-79.8112604904,430001
70060,43.7240913925,-79.811688796,430002
70060,43.7254951192,-79.8135978825,430003
70060,43.7254951192,-79.8135978825,440001
70060,43.7258019801,-79.8140152006,440002
70060,43.727897818,-79.8168568684,440003
70060,43.727897818,-79.8168568684,450001
70060,43.7281690326,-79.8172240147,450002
70060,43.7294875239,-79.8190841256,450003
70060,43.7294875239,-79.8190841256,460001
70060,43.7302997916,-79.8202291186,460002
70060,43.7302997916,-79.8202291186,470001
70060,43.7304806969,-79.8204838337,470002
70060,43.7322170822,-79.8228847293,470003
70060,43.7322170822,-79.8228847293,480001
70060,43.7330044322,-79.8239744353,480002
70060,43.7333886927,-79.8244797478,480003
70061,43.728048647,-79.79800493,10001
70061,43.7277217733,-79.7982585475,10002
70061,43.7276908408,-79.7983137968,10003
70061,43.7276768031,-79.7983488425,10004
70061,43.727668258,-79.7983924696,10005
70061,43.7276688583,-79.7984495716,10006
70061,43.7276991262,-79.7985880266,10007
70061,43.7275866019,-79.7986759468,10008
70061,43.7274310769,-79.7987845917,10009
70061,43.7272340384,-79.7988841329,10010
70061,43.7270859366,-79.7989280653,10011
70061,43.7269591264,-79.7989417738,10012
70061,43.7267355516,-79.7989152019,10013
70061,43.7266246188,-79.7988975534,10014
70061,43.7265351211,-79.798863336,10015
70061,43.7263870975,-79.7987433776,10016
70061,43.7262756817,-79.7985941318,10017
70061,43.7262445269,-79.7985426083,10018
70061,43.7262445269,-79.7985426083,20001
70061,43.7261364245,-79.7983659823,20002
70061,43.7259308877,-79.7976574292,20003
70061,43.725557258,-79.7962917335,20004
70061,43.7251586974,-79.7964921564,20005
70061,43.7251586974,-79.7964921564,30001
70061,43.724237975,-79.7969550619,30002
70061,43.7230255104,-79.7975876691,30003
70061,43.7229236194,-79.7976592318,30004
70061,43.7229236194,-79.7976592318,40001
70061,43.7228959092,-79.7976784087,40002
70061,43.7226796024,-79.7978292328,40003
70061,43.7225340716,-79.7979463614,40004
70061,43.7223468318,-79.7981214323,40005
70061,43.7215749083,-79.7989500365,40006
70061,43.7213941769,-79.7991448351,40007
70061,43.7209445584,-79.7996280578,40008
70061,43.7209445584,-79.7996280578,50001
70061,43.7208074532,-79.799776047,50002
70061,43.720367695,-79.8002553391,50003
70061,43.7198958792,-79.8007687826,50004
70061,43.7198958792,-79.8007687826,60001
70061,43.7194863848,-79.8012151791,60002
70061,43.717800298,-79.8030513177,60003
70061,43.7182177448,-79.803621505,60004
70061,43.7182177448,-79.803621505,70001
70061,43.7203222874,-79.8064958034,70002
70061,43.7213036368,-79.8078692565,70003
70061,43.7215841536,-79.8082622093,70004
70061,43.7215841536,-79.8082622093,80001
70061,43.7220291243,-79.8088840654,80002
70061,43.7237763052,-79.8112604904,80003
70061,43.7237763052,-79.8112604904,90001
70061,43.7240913925,-79.811688796,90002
70061,43.7254951192,-79.8135978825,90003
70061,43.7254951192,-79.8135978825,100001
70061,43.7258019801,-79.8140152006,100002
70061,43.727897818,-79.8168568684,100003
70061,43.727897818,-79.8168568684,110001
70061,43.7281690326,-79.8172240147,110002
70061,43.7294875239,-79.8190841256,110003
70061,43.7294875239,-79.8190841256,120001
70061,43.7302997916,-79.8202291186,120002
70061,43.7302997916,-79.8202291186,130001
70061,43.7304806969,-79.8204838337,130002
70061,43.7322170822,-79.8228847293,130003
70061,43.7322170822,-79.8228847293,140001
70061,43.7330044322,-79.8239744353,140002
70061,43.7333886927,-79.8244797478,140003
70062,43.7278887784,-79.7981285637,10001
70062,43.7278887784,-79.7981285637,10002
70062,43.7278887784,-79.7981285637,20001
70062,43.7278887784,-79.7981285637,20002
70062,43.7278887784,-79.7981285637,30001
70062,43.7277217733,-79.7982585475,30002
70062,43.7276908408,-79.7983137968,30003
70062,43.7276768031,-79.7983488425,30004
70062,43.727668258,-79.7983924696,30005
70062,43.7276688583,-79.7984495716,30006
70062,43.7276991262,-79.7985880266,30007
70062,43.7275866019,-79.7986759468,30008
70062,43.7274310769,-79.7987845917,30009
70062,43.7272340384,-79.7988841329,30010
70062,43.7270859366,-79.7989280653,30011
70062,43.7269591264,-79.7989417738,30012
70062,43.7267355516,-79.7989152019,30013
70062,43.7266246188,-79.7988975534,30014
70062,43.7265351211,-79.798863336,30015
70062,43.7263870975,-79.7987433776,30016
70062,43.7262756817,-79.7985941318,30017
70062,43.7262445269,-79.7985426083,30018
70062,43.7262445269,-79.7985426083,40001
70062,43.7261364245,-79.7983659823,40002
70062,43.7259308877,-79.7976574292,40003
70062,43.725557258,-79.7962917335,40004
70062,43.7258660603,-79.7961179371,40005
70062,43.7262228189,-79.7958810993,40006
70062,43.7262228189,-79.7958810993,50001
70062,43.7263050744,-79.7958260635,50002
70062,43.7265756074,-79.7955239045,50003
70062,43.7274189993,-79.7943883185,50004
70062,43.7279628147,-79.7936187835,50005
70062,43.7279628147,-79.7936187835,60001
70062,43.7281792775,-79.7933127253,60002
70062,43.7258673829,-79.7901894119,60003
70062,43.7258673829,-79.7901894119,70001
70062,43.7258673829,-79.7901894119,70002
70062,43.7258290229,-79.7901380381,70003
70062,43.7242163628,-79.7879220765,70004
70062,43.7242163628,-79.7879220765,80001
70062,43.7230979821,-79.7863852877,80002
70062,43.7230979821,-79.7863852877,90001
70062,43.7229125011,-79.7861307986,90002
70062,43.7217705599,-79.7845821375,90003
70062,43.7210945008,-79.7836634613,90004
70062,43.7210935874,-79.7836622383,90005
70062,43.7210935874,-79.7836622383,100001
70062,43.7195806588,-79.7816072296,100002
70062,43.7195806588,-79.7816072296,110001
70062,43.7193385615,-79.7812794315,110002
70062,43.7172763295,-79.778547964,110003
70062,43.7166988482,-79.7776745916,110004
70062,43.7163968067,-79.7772152167,110005
70062,43.7163968067,-79.7772152167,120001
70062,43.7162430382,-79.7769812421,120002
70062,43.7161809619,-79.7769018158,120003
70062,43.7159490989,-79.7766061221,120004
70062,43.7153481354,-79.7758114707,120005
70062,43.713773563,-79.7737308012,120006
70062,43.713773563,-79.7737308012,130001
70062,43.7117568981,-79.7710671807,130002
70062,43.7117568981,-79.7710671807,140001
70062,43.7116207947,-79.7708862534,140002
70062,43.7098448442,-79.7685083416,140003
70062,43.7098448442,-79.7685083416,150001
70062,43.7085621928,-79.7667919444,150002
70062,43.7085621928,-79.7667919444,160001
70062,43.7084306374,-79.7666159078,160002
70062,43.7062204751,-79.763642721,160003
70062,43.7062204751,-79.763642721,170001
70062,43.70596465,-79.7632992141,170002
70062,43.7027849774,-79.759025727,170003
70062,43.7027849774,-79.759025727,180001
70062,43.7026415327,-79.7588338352,180002
70062,43.701474844,-79.7572792715,180003
70062,43.701474844,-79.7572792715,190001
70062,43.700101626,-79.755447324,190002
70062,43.700101626,-79.755447324,200001
70062,43.6999581889,-79.75525669,200002
70062,43.6994176228,-79.7544823069,200003
70062,43.698827074,-79.7537486855,200004
70062,43.698827074,-79.7537486855,210001
70062,43.6987312286,-79.753629052,210002
70062,43.6978306705,-79.7523756933,210003
70062,43.6978306705,-79.7523756933,220001
70062,43.6976953572,-79.7521873873,220002
70062,43.6965930985,-79.7507694876,220003
70062,43.6956327447,-79.7494851938,220004
70062,43.6952872206,-79.749012132,220005
70062,43.6952872206,-79.749012132,230001
70062,43.6944919419,-79.7479217646,230002
70062,43.6939656323,-79.7472204337,230003
70062,43.6935863705,-79.7467096326,230004
70062,43.6935863705,-79.7467096326,240001
70062,43.6924376334,-79.7451650871,240002
70062,43.6924376334,-79.7451650871,250001
70062,43.6923316184,-79.7450221153,250002
70062,43.6899867507,-79.7418870501,250003
70062,43.6899867507,-79.7418870501,260001
70062,43.6897308754,-79.7415449689,260002
70062,43.6880694621,-79.7393214743,260003
70062,43.6880694621,-79.7393214743,270001
70062,43.6879725923,-79.73919198,270002
70062,43.6869215276,-79.7377771925,270003
70062,43.6869215276,-79.7377771925,280001
70062,43.6867816762,-79.7375878073,280002
70062,43.6856894529,-79.7361168655,280003
70062,43.6850606464,-79.7352727273,280004
70062,43.6850606464,-79.7352727273,290001
70062,43.6844683767,-79.7344762262,290002
70062,43.6837783253,-79.7335502836,290003
70062,43.6837783253,-79.7335502836,300001
70062,43.6823487925,-79.7316275441,300002
70062,43.6823487925,-79.7316275441,310001
70062,43.6822226679,-79.7314589895,310002
70062,43.6811917823,-79.7300862263,310003
70062,43.6811917823,-79.7300862263,320001
70062,43.6791619524,-79.7273835859,320002
70062,43.6788256309,-79.7269366365,320003
70062,43.6788256309,-79.7269366365,330001
70062,43.6773559804,-79.724979083,330002
70062,43.6773559804,-79.724979083,340001
70062,43.6766065254,-79.7239814233,340002
70062,43.6763229553,-79.723583015,340003
70062,43.6763229553,-79.723583015,350001
70062,43.6756478713,-79.7226346735,350002
70062,43.674999233,-79.7217974383,350003
70062,43.674999233,-79.7217974383,360001
70062,43.6749444178,-79.7217266519,360002
70062,43.6746898799,-79.721268104,360003
70062,43.6742847102,-79.7204641784,360004
70062,43.6741368353,-79.7201237019,360005
70062,43.6739050843,-79.7196101005,360006
70062,43.6735875502,-79.7190747585,360007
70062,43.673217515,-79.7185951207,360008
